,gold,characters,hypothesis,value
51393,Оплата Труда,ОплатаТруда,Оплата Труда,51.96055603027344
64673,Приднестровье,Приднестровье,При днестровье,51.97218322753906
87712,бирюлево,бирюлево,бирюлево,52.02880859375
103384,зоопарк,зоопарк,зоопарк,52.03468322753906
131490,полицейская семья,полицейскаясемья,полицейская семья,52.0359001159668
18975,Гранатометчики,Гранатометчики,Гранато метчики,52.09235763549805
37016,Кремлевский Бал,КремлевскийБал,Кремлевский Бал,52.094730377197266
94953,день гибдд,деньгибдд,день гибдд,52.104312896728516
30092,Золотая Маска,ЗолотаяМаска,Золотая Маска,52.11964416503906
63795,Правовая Справка,ПравоваяСправка,Правовая Справка,52.148963928222656
71161,Словарь МЧС,СловарьМЧС,Словарь МЧС,52.181663513183594
50654,Океанография,Океанография,Океанография,52.186405181884766
2020,Ансат У,АнсатУ,АнсатУ,52.20737838745117
11021,Военная Приемка,ВоеннаяПриемка,Военная Приемка,52.22197723388672
114387,методика обучения,методикаобучения,методика обучения,52.28116226196289
146424,снова В школу,сноваВшколу,снова В школу,52.28150939941406
85179,автопробег,автопробег,автопробег,52.296695709228516
55611,Подводные Силы,ПодводныеСилы,Подводные Силы,52.36228942871094
50848,Олег Газманов,ОлегГазманов,Олег Газманов,52.41754150390625
35918,Конкурс МЧС,КонкурсМЧС,Конкурс МЧС,52.41756820678711
112360,любимый учитель,любимыйучитель,любимый учитель,52.42279815673828
116115,мосфильмовская,мосфильмовская,мосфильмовская,52.425743103027344
70949,Скорая Помощь,СкораяПомощь,Скорая Помощь,52.493289947509766
126474,офицеры россии,офицерыроссии,офицеры россии,52.49906921386719
100787,загранпаспорт,загранпаспорт,загран паспорт,52.517311096191406
86035,алтуфьево,алтуфьево,алтуфьево,52.520843505859375
106274,квадрокоптер,квадрокоптер,квадрокоптер,52.52914047241211
84860,автомотоклуб,автомотоклуб,автомото клуб,52.531593322753906
38113,Легенда МЧС,ЛегендаМЧС,Легенда МЧС,52.54158020019531
109086,королевская почта,королевскаяпочта,королевская почта,52.54185104370117
52361,Остров Рождества,ОстровРождества,Остров Рождества,52.58331298828125
173955,щит и лира 2017,щитилира2017,щитилира 2017,52.60432052612305
93928,грибной сезон,грибнойсезон,грибной сезон,52.620567321777344
529,Автобиатлон,Автобиатлон,Авто биатлон,52.62786865234375
49725,Новосибирск,Новосибирск,Новос и бирск,52.638492584228516
140923,розыгрыш,розыгрыш,роз ыгрыш,52.700111389160156
143808,северное бутово,северноебутово,северное бутово,52.72581481933594
4539,Бессмертный Полк,БессмертныйПолк,Бессмертный Полк,52.7259521484375
92738,гибридная почта,гибриднаяпочта,гибридная почта,52.72670364379883
20334,Дед Мороз,ДедМороз,Дед Мороз,52.75129318237305
36212,Концлагеря,Концлагеря,Концлагеря,52.764015197753906
83505,ЮАО МЧС,ЮАОМЧС,ЮАОМЧС,52.81492233276367
100581,завтра была война,завтрабылавойна,завтра была война,52.83224105834961
110092,крылатское,крылатское,крыл атское,52.833091735839844
46649,МосВОКУ,МосВОКУ,Мос ВОКУ,52.85176467895508
78849,Услуги Почты,УслугиПочты,Услуги Почты,52.885894775390625
133616,почта в искусстве,почтавискусстве,почта в искусстве,52.894962310791016
52740,Ответы На Вопросы,ОтветыНаВопросы,Ответы На Вопросы,52.90801239013672
92634,герои среди нас,героисрединас,геро и среди нас,52.912200927734375
79829,Ханты Мансийск,ХантыМансийск,Ханты Мансийск,52.948875427246094
111103,лианозово,лианозово,ли анозово,52.97500228881836
48394,НОРМА МЧС,НОРМАМЧС,НОРМА МЧС,53.055938720703125
82819,ЩИТ и МЕЧ,ЩИТиМЕЧ,ЩИТ и МЕЧ,53.05632781982422
3975,Безопасность ЭТО,БезопасностьЭТО,Безопасность ЭТО,53.05980682373047
161010,БТР 82 АМ,БТР82АМ,БТР 82АМ,53.07249069213867
69327,Свеча Памяти,СвечаПамяти,Свеча Памяти,53.111549377441406
76234,Тайфун ВДВ,ТайфунВДВ,Тайфун ВДВ,53.114105224609375
153560,хорошево мневники,хорошевомневники,хороше во мневники,53.141387939453125
28003,Дорожный Патруль,ДорожныйПатруль,Дорожный Патруль,53.16218566894531
169948,Форум Сочи 2016,ФорумСочи2016,Форум Сочи 2016,53.16259765625
39296,Лыжный Переход,ЛыжныйПереход,Лыжный Переход,53.16350555419922
40129,МЧС конкурс,МЧСконкурс,МЧ Сконкурс,53.20409393310547
162031,Важно _ знать,Важно_знать,Важно_знать,53.22713088989258
121783,новый сайт Почты,новыйсайтПочты,новый сайт Почты,53.25874328613281
79112,Факт МЧС,ФактМЧС,Факт МЧС,53.281463623046875
144820,семья в погонах,семьявпогонах,семья в погонах,53.330528259277344
151431,троллейбус,троллейбус,троллейбус,53.36225891113281
148670,спортивный праздник,спортивныйпраздник,спортивный праздник,53.36986541748047
83897,Я Буду Рядом,ЯБудуРядом,Я Буду Рядом,53.37396240234375
65563,Рабочий Визит,РабочийВизит,Рабочий Визит,53.377540588378906
4786,Благовещенск,Благовещенск,Благовещенск,53.41432189941406
6521,ВСРФ за год,ВСРФзагод,ВСРФ загод,53.417930603027344
152915,фильтры для воды,фильтрыдляводы,фильтры для воды,53.45756530761719
82212,Читаем с Почтой,ЧитаемсПочтой,Читаем с Почтой,53.46746826171875
106618,киберпонедельник,киберпонедельник,кибер понедельник,53.47217559814453
17712,Гиревой Спорт,ГиревойСпорт,Гиревой Спорт,53.486083984375
4717,Бинг Кросби,БингКросби,Бинг Кросби,53.49335479736328
120461,нелепые законы,нелепыезаконы,нелепые законы,53.49879455566406
140708,ретро автомобиль,ретроавтомобиль,ретро автомобиль,53.51616668701172
76801,Татьяна Устинова,ТатьянаУстинова,Татья на Устинова,53.516998291015625
9725,Владимир Колокольев,ВладимирКолокольев,Владимир Колокольев,53.52349853515625
147979,спартакиада,спартакиада,спарта киада,53.57057189941406
167537,Парад Победы 2017,ПарадПобеды2017,Парад Победы 2017,53.63755416870117
53830,Памятка МЧС,ПамяткаМЧС,Памятка МЧС,53.65630340576172
79554,Фото дня МЧС,ФотодняМЧС,Фото дня МЧС,53.700172424316406
150561,тимирязевский,тимирязевский,тими рязевский,53.7453727722168
41758,Маршал Устинов,МаршалУстинов,Маршал Устинов,53.75176239013672
166818,Новая Волна 2017,НоваяВолна2017,Новая Волна 2017,53.79314422607422
53674,ПСС Строгино,ПСССтрогино,ПССС трогино,53.817138671875
46340,Морская Авиация,МорскаяАвиация,Морская Авиация,53.86615753173828
83609,Южная Осетия,ЮжнаяОсетия,Южная Осетия,53.89373016357422
38815,Лучший По Профессии,ЛучшийПоПрофессии,Лучший По Профессии,53.96043014526367
279,Авиадартс,Авиадартс,Авиад артс,53.99168395996094
128093,письма о любви,письмаолюбви,письма о любви,54.00477600097656
5845,Бон Скотт,БонСкотт,БонСкотт,54.055423736572266
78467,Указ Президента,УказПрезидента,У каз Президента,54.08625793457031
48644,Нетаньяху,Нетаньяху,Нета ньяху,54.08892059326172
163671,Ил 76 МД,Ил76МД,Ил 76МД,54.129756927490234
39985,МЧС интересное,МЧСинтересное,МЧС интересное,54.1375617980957
136550,почтовый транспорт,почтовыйтранспорт,почтовый транспорт,54.17793655395508
118543,найден ребенок,найденребенок,найден ребенок,54.217430114746094
87992,битцевский парк,битцевскийпарк,битцевский парк,54.22276306152344
10256,Вместе Ярче,ВместеЯрче,Вместе Ярче,54.2427864074707
104236,интересно о почте,интересноопочте,интересно опочте,54.257568359375
2286,Армейская Авиация,АрмейскаяАвиация,Армейская Авиация,54.323509216308594
106818,киберпреступность,киберпреступность,кибер преступность,54.348880767822266
154506,цитаты великих,цитатывеликих,цитаты великих,54.456817626953125
147142,сопрано магия,сопраномагия,со праномагия,54.53728103637695
173583,цифра _ дня,цифра_дня,цифра_ дня,54.632911682128906
134064,почта в стихах,почтавстихах,почта в стихах,54.66914367675781
141585,роман с полицией,романсполицией,романс полицией,54.68370819091797
74751,Сталинградская Битва,СталинградскаяБитва,Сталинградская Битва,54.69551467895508
18826,Гос оборон заказ,Гособоронзаказ,Гос оборон заказ,54.695682525634766
29840,Звезда Спасения,ЗвездаСпасения,Звезда Спасения,54.7212028503418
161065,Бескозырка 2018,Бескозырка2018,Беско зырка 2018,54.7301025390625
6922,Ведомственные СМИ,ВедомственныеСМИ,Ведомственные СМИ,54.760520935058594
74568,Срочный Вызов,СрочныйВызов,Срочный Вызов,54.764427185058594
157056,южнопортовый,южнопортовый,южно портовый,54.80683135986328
95690,день защиты детей,деньзащитыдетей,день защиты детей,54.8179817199707
9978,Владимир Колокольцев,ВладимирКолокольцев,Владимир Колокольцев,54.84645080566406
45443,Мобильное Приложение,МобильноеПриложение,Мобильное Приложение,54.86380386352539
4348,Береговые Войска,БереговыеВойска,Береговые Войска,54.90633010864258
170639,амурская осень 2017,амурскаяосень2017,амурская осень 2017,54.99467468261719
83817,Юмор МЧС,ЮморМЧС,Юмор МЧС,55.01138687133789
113287,мвд якутии,мвдякутии,м в дякутии,55.016597747802734
57587,Полевая Кухня,ПолеваяКухня,Полевая Кухня,55.02287673950195
121051,новогодняя почта,новогодняяпочта,новогодняя почта,55.08880615234375
33890,Киберпонедельник,Киберпонедельник,Кибер понедельник,55.114410400390625
77358,Терлецкий парк,Терлецкийпарк,Терлецкий парк,55.135902404785156
30510,Игра Престолов,ИграПрестолов,Игра Престолов,55.13881301879883
23624,День Российской Почты,ДеньРоссийскойПочты,День Российской Почты,55.15235137939453
13087,Военные Конструкторы,ВоенныеКонструкторы,Военные Конструкторы,55.15901565551758
52121,Освобождение Польши,ОсвобождениеПольши,Освобождение Польши,55.16169738769531
25588,День пожилого человека,Деньпожилогочеловека,День пожилого человека,55.2066764831543
107236,князь Владимир,князьВладимир,князь Владимир,55.21867370605469
37215,Крещение Господне,КрещениеГосподне,Крещение Господне,55.24147033691406
61090,Почта объясняет,Почтаобъясняет,Почта объясняет,55.265560150146484
129844,подготовка к школе,подготовкакшколе,подготов как школе,55.28279113769531
68134,САМОСПАСЕНИЕ,САМОСПАСЕНИЕ,САМО СПА СЕНИЕ,55.29095458984375
44466,Милицейская Волна,МилицейскаяВолна,Милицейская Волна,55.31499481201172
165944,Ми 8 АМТШ,Ми8АМТШ,Ми8АМТШ,55.31820297241211
49605,Новокузнецк,Новокузнецк,Новокузнецк,55.34518051147461
133854,почта в литературе,почтавлитературе,почтав литературе,55.354679107666016
19638,Дальняя Авиация,ДальняяАвиация,Дальняя Авиация,55.3782844543457
46495,Морская Пехота,МорскаяПехота,Морская Пехота,55.389705657958984
64185,Представитель Президента,ПредставительПрезидента,Представитель Президента,55.39684295654297
82857,Щит И Лира,ЩитИЛира,Щит И Лира,55.415748596191406
96983,день пожилого человека,деньпожилогочеловека,день пожилого человека,55.45949935913086
5132,Боевая Подготовка,БоеваяПодготовка,Боевая Подготовка,55.50609588623047
165902,Медиа Ас 2018,МедиаАс2018,Медиа А с 2018,55.51695251464844
92455,гелендваген,гелендваген,гелен дваген,55.55550003051758
47852,Музыкальная пауза,Музыкальнаяпауза,Музыкальная пауза,55.65775680541992
82054,Читаем С Почтой,ЧитаемСПочтой,Читаем С Почтой,55.659175872802734
14314,Вопрос дня МЧС,ВопросдняМЧС,Вопрос дня МЧС,55.68284606933594
93227,голубиная почта,голубинаяпочта,голубиная почта,55.6914176940918
130122,подозреваемый,подозреваемый,по дозреваемый,55.71080017089844
8043,Великий Устюг,ВеликийУстюг,Великий Устюг,55.739013671875
119467,народный участковый,народныйучастковый,народный участковый,55.76191711425781
158885,25 лет МЧС,25летМЧС,25лет МЧС,55.77283477783203
97735,детские рисунки,детскиерисунки,детские рисунки,55.78847122192383
26950,Династии МЧС,ДинастииМЧС,Династии МЧС,55.83031463623047
156962,южное тушино,южноетушино,южное тушино,55.84367370605469
101303,запасы на зиму,запасыназиму,запасы на зиму,55.88287353515625
102207,знаменитые письма,знаменитыеписьма,знаменитые письма,55.90701675415039
26623,Дети Спасателей,ДетиСпасателей,Дети Спасателей,56.02174377441406
94095,гувд москвы,гувдмосквы,гув д москвы,56.071083068847656
6592,ВСРФ за неделю,ВСРФзанеделю,ВСРФ за неделю,56.08734130859375
99250,друзья по переписке,друзьяпопереписке,друзья по переписке,56.10276412963867
118024,нагатинский затон,нагатинскийзатон,нагатинский затон,56.1401252746582
137865,пресс конференция,прессконференция,пресс конференция,56.17076110839844
66798,Рос патриот,Роспатриот,Роспатри от,56.18061828613281
138945,пропавшие без вести,пропавшиебезвести,пропавшие без вести,56.20069122314453
78012,Тренировка МЧС,ТренировкаМЧС,Тренировка МЧС,56.24337387084961
60096,Почта России Фест,ПочтаРоссииФест,Почта России Фест,56.25969314575195
47655,Музыкальная Пауза,МузыкальнаяПауза,Музыкальная Пауза,56.362545013427734
144469,северное тушино,северноетушино,северное тушино,56.41236877441406
156284,экскурсия почты,экскурсияпочты,экскурсия почты,56.48253631591797
72278,Снова В Школу,СноваВШколу,Снова В Школу,56.49561309814453
41396,Маленький Принц,МаленькийПринц,Маленький Принц,56.497718811035156
66359,Ричард Райт,РичардРайт,Ричард Райт,56.507568359375
75964,Сыктывкар,Сыктывкар,Сыкты вкар,56.50782775878906
12635,Военное Ралли,ВоенноеРалли,Военное Ралли,56.5203742980957
95980,день космонавтики,денькосмонавтики,день космон автики,56.59492492675781
43678,Международные Учения,МеждународныеУчения,Между народные Учения,56.606082916259766
91582,вузы МЧС,вузыМЧС,вузы МЧС,56.631370544433594
134595,почта россии поздравляет,почтароссиипоздравляет,почта россии поздравляет,56.66375732421875
3725,Балтийский Флот,БалтийскийФлот,Балтийский Флот,56.83681106567383
112138,лучший участковый,лучшийучастковый,лучший участковый,56.8939208984375
133106,посткроссинг,посткроссинг,пост кроссинг,56.91265869140625
121230,новоконюшенный,новоконюшенный,ново конюшенный,56.92803955078125
39688,МЕДИА ПОЛИЦИЯ,МЕДИАПОЛИЦИЯ,МЕДИА ПОЛИЦИЯ,57.16655731201172
100158,европротокол,европротокол,евро протокол,57.17591094970703
68482,СМИ об МЧС,СМИобМЧС,СМИ обМЧС,57.176979064941406
37797,Кёнигсберг,Кёнигсберг,Кёниг сберг,57.311866760253906
48294,НА ЛАБУТЕНАХ,НАЛАБУТЕНАХ,НАЛАБУТЕНАХ,57.32855987548828
123001,обязательно к просмотру,обязательнокпросмотру,обязательно к просмотру,57.341243743896484
53474,ПГРК Тополь,ПГРКТополь,ПГРК Тополь,57.365684509277344
85723,агз мчс,агзмчс,агзмч с,57.436126708984375
78278,Тюменское ПКУ,ТюменскоеПКУ,Тюменское ПКУ,57.486961364746094
109748,красноярский край,красноярскийкрай,красноярский край,57.587974548339844
3087,Архитектора Власова,АрхитектораВласова,Архитектора Власова,57.592132568359375
32130,Исторические Реконструкции,ИсторическиеРеконструкции,Исторические Реконструкции,57.60993576049805
47496,Моя Полиция Моя Россия,МояПолицияМояРоссия,Моя Полиция Моя Россия,57.63800811767578
75381,Страж Порядка,СтражПорядка,Страж Порядка,57.683170318603516
23269,День Российской Печати,ДеньРоссийскойПечати,День Российской Печати,57.752174377441406
94308,девушки в погонах,девушкивпогонах,девушки в погонах,57.817928314208984
160151,8 марта в каждый дом,8мартавкаждыйдом,8 марта в каждый дом,57.83692932128906
170149,Цифра _ дня,Цифра_дня,Цифра_ дня,57.89578628540039
85868,академия МЧС,академияМЧС,академия МЧС,57.93803787231445
111168,лига чемпионов,лигачемпионов,лигачем пионов,57.975799560546875
128593,письмо в бутылке,письмовбутылке,письмов бутылке,57.975868225097656
48880,Никас Сафронов,НикасСафронов,Никас Сафронов,58.06340789794922
151816,уголовный розыск,уголовныйрозыск,уголовный розыск,58.064796447753906
61773,Почтовые Любимцы,ПочтовыеЛюбимцы,Почтовые Любимцы,58.08098220825195
137026,правовая подготовка,правоваяподготовка,правовая подготовка,58.20301055908203
52545,Отборочные Этапы,ОтборочныеЭтапы,Отборочные Этапы,58.25605010986328
13854,Волонтеры Победы,ВолонтерыПобеды,Волонтеры Победы,58.29433822631836
68289,СКРЦ МЧС России,СКРЦМЧСРоссии,СКРЦМЧС России,58.3043212890625
27055,Династии Пожарных,ДинастииПожарных,Династии Пожарных,58.48035430908203
48704,Нижний Новгород,НижнийНовгород,Нижний Новгород,58.53697204589844
96277,день народного единства,деньнародногоединства,день народного единства,58.59083938598633
107860,конкурс Почты России,конкурсПочтыРоссии,конкурс Почты России,58.658050537109375
119341,наркоторговцы,наркоторговцы,нарко торговцы,58.66487121582031
69244,Свердловск,Свердловск,Свердловск,58.76283264160156
5329,Боевая Экипировка,БоеваяЭкипировка,Боевая Экипировка,58.83406066894531
36293,Корабельная Авиация,КорабельнаяАвиация,Корабельная Авиация,58.87434005737305
22240,День Миротворцев,ДеньМиротворцев,День Мир отворцев,58.983741760253906
57080,Покорители Стихий,ПокорителиСтихий,Покорители Стихий,59.00468826293945
164582,Лучший Водитель 2017,ЛучшийВодитель2017,Лучший Водитель 2017,59.02429962158203
163390,Золотая Маска 2018,ЗолотаяМаска2018,Золотая Маска 2018,59.05694580078125
163154,Золотая Маска 2017,ЗолотаяМаска2017,Золотая Маска 2017,59.07373809814453
60584,Почта Шекспира,ПочтаШекспира,Почта Шекспира,59.220298767089844
124518,орехово борисово,ореховоборисово,орехов оборисово,59.250465393066406
5911,Бородинское Сражение,БородинскоеСражение,Бородинское Сражение,59.25544738769531
117312,музыкальная пауза,музыкальнаяпауза,музыкальная пауза,59.3287239074707
171895,лучший водитель 2015,лучшийводитель2015,лучший водитель 2015,59.360469818115234
55103,Пилотажные Группы,ПилотажныеГруппы,Пилотажные Группы,59.4084587097168
111753,лосиноостровский,лосиноостровский,лосино островский,59.42853927612305
171712,истоки руси 2016,истокируси2016,истокируси 2016,59.44627380371094
59354,Почта Джульетты,ПочтаДжульетты,Почта Джульетты,59.5092658996582
125874,открытка из осени,открыткаизосени,открытка из осени,59.51318359375
28579,Журнал Содружество,ЖурналСодружество,Журнал Со дружество,59.51679229736328
18070,Год Пожарной Охраны,ГодПожарнойОхраны,Год Пожарной Охраны,59.54318618774414
78713,Уолт Дисней,УолтДисней,Уолт Дисней,59.547916412353516
53249,Открытка Шерлока,ОткрыткаШерлока,Открытка Шерлока,59.561065673828125
41582,Мария Усольцева,МарияУсольцева,Мария У сольцева,59.5900764465332
46116,Монгол Шуудан,МонголШуудан,Монгол Шуудан,59.59075927734375
151078,трамвайная почта,трамвайнаяпочта,трамвайная почта,59.61699676513672
7361,Великая Отечественная война,ВеликаяОтечественнаявойна,Великая Отечественная война,59.67867660522461
161218,Боевое братство 2017,Боевоебратство2017,Боевое братство 2017,59.67901611328125
50959,Олег Соколовский,ОлегСоколовский,Олег Соколовский,59.77849578857422
70332,Селфи с мамой,Селфисмамой,Селфисма мой,59.83252716064453
88665,бонни и клайд,боннииклайд,боннии клайд,59.848670959472656
90208,ветеран мвд,ветеранмвд,ветер анм в д,59.913116455078125
836,Адмирал Трибуц,АдмиралТрибуц,Адмирал Трибуц,59.9157600402832
79384,Форум Итуруп,ФорумИтуруп,Форум Итуруп,59.94874954223633
106427,квартирная кража,квартирнаякража,квартирная кража,59.955684661865234
143027,самый читающий школьник,самыйчитающийшкольник,самый читающий школьник,60.025177001953125
11331,Военная Энциклопедия,ВоеннаяЭнциклопедия,Военная Энциклопедия,60.06189727783203
133029,пост О почте,постОпочте,пост О почте,60.16231918334961
65092,Пятерка Безопасности,ПятеркаБезопасности,Пятерка Безопасности,60.324398040771484
167137,ОИС _ Янтарь,ОИС_Янтарь,ОИС_Янтарь,60.50386428833008
39069,Лучший Урок Письма,ЛучшийУрокПисьма,Лучший Урок Письма,60.530487060546875
20157,Девушки В Погонах,ДевушкиВПогонах,Девушки В Погонах,60.54283905029297
29016,Загадочный Шерлок,ЗагадочныйШерлок,Загадочный Шерлок,60.638919830322266
117646,муха цокотуха,мухацокотуха,муха цокотуха,60.69636535644531
108153,конкурс почты россии,конкурспочтыроссии,конкурс почты россии,60.73647689819336
113176,мвд татарстана,мвдтатарстана,мвдта тар стана,60.74211502075195
143983,северное измайлово,северноеизмайлово,северное из майлово,60.782718658447266
116933,моя полиция моя россия,мояполициямояроссия,моя полиция моя россия,60.81358337402344
20735,День Героев Отечества,ДеньГероевОтечества,День Героев Отечества,60.89604949951172
69992,Селекторное Совещание,СелекторноеСовещание,Селекторное Совещание,60.9134521484375
148121,спасибо почтальону,спасибопочтальону,спасибо почтальону,60.95488739013672
154187,цветочный патруль,цветочныйпатруль,цветочный патруль,60.982872009277344
12752,Военные Атташе,ВоенныеАтташе,Военные Атташе,60.99903106689453
22033,День Космонавтики,ДеньКосмонавтики,День Космон автики,61.044342041015625
31008,Инженерное Обеспечение,ИнженерноеОбеспечение,Инженерное Обеспечение,61.18688201904297
662,Адмирал Кузнецов,АдмиралКузнецов,Адмирал Кузнецов,61.21401596069336
144666,селфи с мамой,селфисмамой,сел фисма мой,61.23189926147461
129072,питер мы с тобой,питермыстобой,питер мы стобой,61.27310562133789
135008,почтовое вдохновение,почтовоевдохновение,почтовое в дохновение,61.29862976074219
76316,Так Начиналась Война,ТакНачиналасьВойна,Так Начиналась Война,61.30061340332031
170258,Чёрная Пятница 2017,ЧёрнаяПятница2017,Чёрная Пятница 2017,61.30806350708008
156722,эта музыка будет вечной,этамузыкабудетвечной,эта музыка будет вечной,61.332340240478516
31352,Инженерные Войска,ИнженерныеВойска,Инженерные Войска,61.33464050292969
141324,розыск отправлений,розыскотправлений,розыск отправлений,61.35608673095703
81644,Черноморский Флот,ЧерноморскийФлот,Черноморский Флот,61.3665771484375
128760,письмо деду морозу,письмодедуморозу,письмо деду морозу,61.49127960205078
161807,ВСКС _ Алания,ВСКС_Алания,ВСКС_Алания,61.492610931396484
67033,Ростов на Дону,РостовнаДону,Ростов на Дону,61.5351676940918
149585,сумка почтальона,сумкапочтальона,сумка почтальона,61.58209991455078
60897,Почтальон Пэт,ПочтальонПэт,Почталь он Пэт,61.681819915771484
101097,западное дегунино,западноедегунино,западное дегунино,61.684051513671875
75036,Стокгольм,Стокгольм,Сток гольм,61.70633316040039
66707,Рос молодежь,Росмолодежь,Ро смоло дежь,61.808231353759766
162269,Взаимодействие 2017,Взаимодействие2017,В заимо действие 2017,61.84083938598633
104870,интернет шопинг,интернетшопинг,интернет шопинг,61.919307708740234
26404,Десантный Взвод,ДесантныйВзвод,Десантный Взвод,61.98219299316406
4906,Блокада Ленинграда,БлокадаЛенинграда,Блокада Ленинграда,62.078819274902344
103023,золотая молодежь,золотаямолодежь,золотая молодежь,62.12721252441406
71307,Служба По Контракту,СлужбаПоКонтракту,Служба По Контракту,62.20850372314453
131227,полицейская династия,полицейскаядинастия,полицейская династия,62.37335968017578
88978,бутылочная почта,бутылочнаяпочта,буты лочная почта,62.382537841796875
28819,Завтра Была Война,ЗавтраБылаВойна,Завтра Была Война,62.48764419555664
96771,день памяти и скорби,деньпамятиискорби,день памяти и скорби,62.490238189697266
17889,Год Культуры МЧС,ГодКультурыМЧС,Год Культуры МЧС,62.544456481933594
80957,Чемпионате Европы,ЧемпионатеЕвропы,Чемпионате Европы,62.56359100341797
15755,Всемирный почтовый союз,Всемирныйпочтовыйсоюз,Всемирный почтовый союз,62.62287521362305
147593,софьи ковалевской,софьиковалевской,софьиков алевской,62.771305084228516
12907,Военные Инженеры,ВоенныеИнженеры,Военные Ин женеры,62.822357177734375
48162,Мэрилин Монро,МэрилинМонро,Мэрилин Монро,62.85335922241211
93456,госавтоинспекция,госавтоинспекция,гос авто инспекция,62.869346618652344
163895,Киберпонедельник 2018,Киберпонедельник2018,Кибер понедельник 2018,62.894195556640625
75719,Сухопутные Войска,СухопутныеВойска,Сухопутные Войска,62.946990966796875
20398,День Воинской Славы,ДеньВоинскойСлавы,День Воинской Славы,63.31836700439453
25026,День защитника Отечества,ДеньзащитникаОтечества,День защитника Отечества,63.32085418701172
103207,золотой граммофон,золотойграммофон,золотой граммофон,63.368873596191406
37986,Лайфхак МЧС,ЛайфхакМЧС,Лайфхак МЧС,63.482608795166016
70429,Семилетняя Война,СемилетняяВойна,Семилетняя Война,63.49760055541992
71543,Случай На Службе,СлучайНаСлужбе,Случай На Службе,63.58695983886719
144223,северное медведково,северноемедведково,северное медведково,63.73870849609375
23973,День Святого Валентина,ДеньСвятогоВалентина,День Святого Валентина,63.754268646240234
14868,Восточно Прусская Операция,ВосточноПрусскаяОперация,Восточно Прусская Операция,63.88072204589844
21732,День Защиты Детей,ДеньЗащитыДетей,День Защиты Детей,63.91326904296875
124115,онлайн шоппинг,онлайншоппинг,онлайн шоппинг,64.12316131591797
99496,дтп бауманская,дтпбауманская,д тпба уманская,64.3027572631836
95303,день защитника отечества,деньзащитникаотечества,день защитника отечества,64.35467529296875
15457,Всемирный День Почты,ВсемирныйДеньПочты,Всемирный День Почты,64.39944458007812
8951,Взятие Измаила,ВзятиеИзмаила,Взятие Измаила,64.40657043457031
51670,Опрос МЧС,ОпросМЧС,Опрос МЧС,64.42063903808594
170555,Щит И Лира 2017,ЩитИЛира2017,Щит И Лира 2017,64.46588134765625
71710,Сми Об МЧС,СмиОбМЧС,Сми ОбМЧС,64.48533248901367
66907,Ростов На Дону,РостовНаДону,Ростов На Дону,64.71453857421875
157383,я учусь в МЧС,яучусьвМЧС,я учусь в МЧС,64.78897857666016
32854,Ищу Своего Героя,ИщуСвоегоГероя,Ищу Своего Героя,64.86421585083008
37878,ЛАЙФХАК МЧС,ЛАЙФХАКМЧС,ЛАЙ ФХАК МЧС,64.9681396484375
89558,варшавское шоссе,варшавскоешоссе,варшавское шоссе,64.98909759521484
83008,Эльбрусское Кольцо,ЭльбрусскоеКольцо,Эльбрусское Кольцо,65.15948486328125
59795,Почта России В театре,ПочтаРоссииВтеатре,Почта России Втеатре,65.24238586425781
127536,письма Деду Морозу,письмаДедуМорозу,письма Деду Морозу,65.28427124023438
30203,Золотой Граммофон,ЗолотойГраммофон,Золотой Граммофон,65.44707489013672
159094,470 Кинологический Центр,470КинологическийЦентр,470 Кинологический Центр,65.79102325439453
62790,Почтовый Привет Из Артека,ПочтовыйПриветИзАртека,Почтовый Привет Из Артека,65.89697265625
115285,мой любимый пожарный,мойлюбимыйпожарный,мой любимый пожарный,65.92201232910156
42621,Международная Деятельность,МеждународнаяДеятельность,Между народная Деятельность,66.01558685302734
110859,леонид якубович,леонидякубович,ле он идя кубович,66.24160766601562
157456,100 лет московской милиции,100летмосковскоймилиции,100лет московской милиции,66.51118469238281
22442,День Народного Единства,ДеньНародногоЕдинства,День Народного Единства,66.55433654785156
28369,Екатеринбург ММПО,ЕкатеринбургММПО,Екатеринбург ММПО,66.69666290283203
27466,Дни Воинской Славы,ДниВоинскойСлавы,Дни Воинской Славы,66.71829986572266
87768,бирюлево восточное,бирюлевовосточное,бирюлево восточное,66.75726318359375
60457,Почта России на МАКСе,ПочтаРоссиинаМАКСе,Почта России на МАКСе,66.85265350341797
162819,Защитники Дружбы 2017,ЗащитникиДружбы2017,Защитники Дружбы 2017,66.95479583740234
1110,Аквабайк Спас,АквабайкСпас,Аква байк Спас,66.97590637207031
144971,сертификационные испытания,сертификационныеиспытания,сертификационные испытания,66.99644470214844
14477,Воспитание Молодежи,ВоспитаниеМолодежи,Воспитание Молодежи,67.20369720458984
126076,открытка ко дню матери,открыткакоднюматери,открытка кодню матери,67.2247314453125
73351,Соревнования МЧС,СоревнованияМЧС,Соревнования МЧС,67.26597595214844
33584,Каспийская Флотилия,КаспийскаяФлотилия,Каспийская Флотилия,67.28378295898438
128366,письмо Деду Морозу,письмоДедуМорозу,письмо Деду Морозу,67.72773742675781
173051,новослободская 45,новослободская45,ново слободская 45,67.78460693359375
88831,бронепробег,бронепробег,броне пробег,67.82139587402344
72026,Снайперский Рубеж,СнайперскийРубеж,Снайперский Рубеж,67.99370574951172
