,hashtags,goldtruths
2170,force,['force']
2171,mario,['mario']
2172,mets,"['Mets', 'mets']"
2173,jcp,['JCP']
2174,techdays_ca,['techdays _ ca']
2175,mp3,['Mp3']
2176,jtwits,['jtwits']
2177,FLAMEWARS,['flame wars']
2178,jessicaveronica,['Jessica Veronica']
2179,harpers,"['Harpers', 'harpers']"
2180,hatteras,['Hatteras']
2181,weirdal,['weird al']
2182,epichilarity,"['epic hilarity', 'Epic Hilarity']"
2183,notverytalkativetonightwilltrybettertomorrow,['not very talkative tonight will try better tomorrow']
2184,mcflys,['mcflys']
2185,aslym,['aslym']
2186,TwitterTrain,"['Twitter train', 'twitter train', 'Twitter Train']"
2187,MonsterVegasTweetUp,['Monster Vegas Tweetup']
2188,adamaintgetadimefronwant,"['adam aint get a dime fron want', 'adam aint get a dime fron want', 'adam ain t get a dime fron want']"
2189,lendingrights,['lending rights']
2190,goroger,['go Roger']
2191,rainsucks,['rain sucks']
2192,exist,['exist']
2193,Xerces,['Xerces']
2194,Magic,['Magic']
2195,PalmPre,['Palm Pre']
2196,notfeelingwell,['not feeling well']
2197,HTML5,"['HTML 5', 'HTML5']"
2198,fgw,['FGW']
2199,Rox,['rox']
2200,PopFly,"['Pop Fly', 'PopFly']"
2201,humanfails,['human fails']
2202,awesometown,['awesome town']
2203,woundcare,"['wound care', 'Wound Care']"
2204,Glee,['Glee']
2205,UFCUNDISPUTED,"['UFC undisputed', 'UFC Undisputed']"
2206,celtic,"['Celtic', 'celtic']"
2207,backtothefeature,['back to the feature']
2208,Life,['life']
2209,attachmentparenting,['attachment parenting']
2210,hightimesisslow,['high times is slow']
2211,SinglePayer,['Single Payer']
2212,halifaxdudes,['Halifax dudes']
2213,vw,"['vw', 'VW']"
2214,tweetcamp,['tweet camp']
2215,Demigod,['demigod']
2216,linkbait,['link bait']
2217,twitterastherapy,['Twitter as therapy']
2218,WideOpen,['wide open']
2219,SemTech2009,"['SemTech 2009', 'Sem Tech 2009']"
2220,icc09,['ICC 09']
2221,gwar,['gwar']
2222,usa,"['USA', 'usa']"
2223,nosmallfeat,['no small feat']
2224,steam,"['Steam', 'steam']"
2225,bananagrams,['Bananagrams']
2226,waitwait,['wait wait']
2227,supernatural,['supernatural']
2228,untwitter,['untwitter']
2229,bongodibosh,"['bongodibosh', 'bongo dibosh']"
2230,scrmbk,"['s crm bk', 'scrmbk']"
2231,iranelection,"['Iran election', 'iran election']"
2232,asklyndi,['ask Lyndi']
2233,TinyBDD,['Tiny BDD']
2234,futureruby,['future ruby']
2235,beatthesun,['beat the sun']
2236,CBCRadio2,"['CBC Radio 2', 'CBCRadio 2']"
2237,iputstickersonmylaptops,"['i put stickers on my laptops', 'I put stickers on my laptops']"
2238,drhorrible,"['dr horrible', 'Dr horrible', 'dr horrible']"
2239,Eagles,"['eagles', 'Eagles']"
2240,stlf,['STLF']
2241,karachi,['karachi']
2242,sarahs_hashtag,['sarahs _ hashtag']
2243,Jobs,['jobs']
2244,mamam,['mamam']
2245,ResidentEvil,['Resident Evil']
2246,six,['six']
2247,sweet,['sweet']
2248,blamedawno,['blame Dawno']
2249,savethegame,['save the game']
2250,TweetFighting,"['tweet fighting', 'Tweet Fighting']"
2251,Neda,['neda']
2252,sctest,"['SC test', 'sc test']"
2253,Whitesox,"['white sox', 'White Sox']"
2254,IACGMOOH,"['iac gmooh', 'IACGMOOH', 'iacgmooh']"
2255,AMA,"['ama', 'AMA']"
2256,Maastricht,['maastricht']
2257,Orissa,['Orissa']
2258,dforum,['dforum']
2259,SillySaturday,['silly saturday']
2260,TheAgee5k,"['The Agee 5k', 'the agee 5k']"
2261,tasks,['tasks']
2262,parody,['parody']
2263,sff,['sff']
2264,twitterpornnames,['twitter porn names']
2265,herecometherealdrugs,['here come the real drugs']
2266,gratitude,"['Gratitude', 'gratitude']"
2267,nap,['nap']
2268,herb,['herb']
2269,MITM,['MITM']
2270,Canneslions,"['cannes lions', 'Cannes lions']"
2271,otweet,['otweet']
2272,DEET4LIFE,['DEET 4 life']
2273,sounddesign,['sound design']
2274,pinkdot,"['Pink Dot', 'pink dot']"
2275,c4n,['c4n']
2276,VPR,['VPR']
2277,Team,['team']
2278,Smeeps,['Smeeps']
2279,XA,['XA']
2280,saracasm,['saracasm']
2281,Babealert,['Babe alert']
2282,IM0509,['IM 0509']
2283,Phoenix,['Phoenix']
2284,Russia,['Russia']
2285,ianhuntley,['ian huntley']
2286,theroadworrior,['the road worrior']
2287,nhragir,"['nhr agir', 'nhragir']"
2288,Cornflakes,"['Corn flakes', 'Corn Flakes']"
2289,LPO,['LPO']
2290,FCXP09,"['FCXP09', 'FCXP 09']"
2291,chukmemondays,['chuk me mondays']
2292,Spymaster,['Spymaster']
2293,willpower,['willpower']
2294,Caps,"['Caps', 'caps']"
2295,vpr,['vpr']
2296,Fixreplies,['Fix replies']
2297,WTF,"['WTF', 'wtf']"
2298,MenorcaTechTalk,['Menorca Tech Talk']
2299,Milwaukee,['Milwaukee']
2300,wowcom,['wow com']
2301,Sun,['Sun']
2302,sleepdeprivation,['sleep deprivation']
2303,sequin,"['sequin', 'Sequin']"
2304,manauslovesmcfly,['manaus loves mcfly']
2305,TMNE09,"['TMNE09', 'TMNE 09']"
2306,whatareyoueating,['what are you eating']
2307,ableg,"['ABLeg', 'ableg']"
2308,Tehran,"['Tehran', 'tehran']"
2309,whiletwitterwasdown,['while twitter was down']
2310,NAMS,['NAMS']
2311,bbmwednesday,['bbm wednesday']
2312,aam09,"['aam 09', 'AAM 09', 'aam09']"
2313,projectgargoyle,"['Project Gargoyle', 'project gargoyle']"
2314,BZW,['BZW']
2315,mercyme,['mercy me']
2316,karoo,"['Karoo', 'karoo']"
2317,crysis2,"['crysis 2', 'Crysis 2']"
2318,lb,['lb']
2319,xbxe3,"['xbxe3', 'xBXE3']"
2320,Diggnation,['Diggnation']
2321,pdfaccess,"['pdfaccess', 'pdf access']"
2322,rocketband,['rocket band']
2323,dewormed,['dewormed']
2324,officenomad,['office nomad']
2325,tweebie,['tweebie']
2326,aperitweet,['Aperi tweet']
2327,marieantoinette,"['Marie Antoinette', 'marie antoinette']"
2328,zombieville,['zombieville']
2329,tweetni,['tweet ni']
2330,TwiterTakeover,"['Twiter takeover', 'Twiter Takeover']"
2331,yipyip,"['Yip yip', 'Yip Yip', 'yip yip']"
2332,bipart,['bipart']
2333,mocca,['mocca']
2334,GDGT,['GDGT']
2335,Scam,['scam']
2336,whatshouldhavebeen,['what should have been']
2337,unity3d,['unity 3d']
2338,free,['free']
2339,pussy,['pussy']
2340,baomoi,['Baomoi']
2341,thequizshow,['the quiz show']
2342,bb09,"['bb 09', 'bb09']"
2343,britneyspears,"['britney spears', 'Britney Spears']"
2344,Dries,['Dries']
2345,Legally,['legally']
2346,paulvandyk,['paul vandyk']
2347,DCI,['DCI']
2348,iva09,"['IVA 09', 'iva09', 'iva 09']"
2349,DAB,['DAB']
2350,inpdx,"['inpdx', 'in PDX', 'in pdx']"
2351,BotterTwit,"['Botter twit', 'Botter Twit', 'BotterTwit']"
2352,rebcphl,['rebcphl']
2353,TwitterTaleover,['Twitter Taleover']
2354,GodRocks,['god rocks']
2355,CV,['CV']
2356,ElevenesesTime,['Eleveneses Time']
2357,hashtagrebelalliance,['hashtag rebel alliance']
2358,twitpic,['twit pic']
2359,duvelisdendrank,"['duvel is den drank', 'duvelis dendrank']"
2360,Xbox,['Xbox']
2361,ticket,['ticket']
2362,iallt09,['IALLT 09']
2363,stream,"['Stream', 'stream']"
2364,NNW,"['nnw', 'NNW']"
2365,iceberg,['iceberg']
2366,LKLD,['LKLD']
2367,NewAgainDay,"['New Again Day', 'new again day']"
2368,CommunityOne,"['CommunityOne', 'Community One']"
2369,UN6,"['UN 6', 'un 6', 'UN6']"
2370,ImGuiltyof,"['Im guilty of', 'I m guilty of', 'Im Guilty Of', 'I m Guilty Of']"
2371,n8moto,"['n8moto', 'N8 MOTO', 'n8 moto']"
2372,lamontlovin,['Lamont lovin']
2373,outtakes,"['outtakes', 'Outtakes']"
2374,twhisky,['Twhisky']
2375,fullserviceeurope,['Full Service Europe']
2376,smcss,['smcss']
2377,bsce,['bsce']
2378,ProudPapaSunday,['proud papa sunday']
2379,dontoyulove,"['dont oyu love', 'don t oyu love']"
2380,Number,['Number']
2381,followlove,['follow love']
2382,Italia,['Italia']
2383,ukulele,['ukulele']
2384,BWE09,"['BWE 09', 'BWE09']"
2385,donkeykong,['donkey kong']
2386,Bootcamp,['Boot camp']
2387,ses,['SES']
2388,spwc,['SPWC']
2389,Tetris,['Tetris']
2390,ispy,['I spy']
2391,tlabd09,['tlabd09']
2392,Bears,['Bears']
2393,prolife,"['pro life', 'prolife', 'pro life']"
2394,wastedtime,['wasted time']
2395,masseffect,['mass effect']
2396,HockeyBuzz,['HockeyBuzz']
2397,MUSICMONDAY,['music monday']
2398,pow,"['Pow', 'pow']"
2399,theproj,['the proj']
2400,CWC,['CWC']
2401,Barrie,['Barrie']
2402,uds,['UDS']
2403,Y,['Y']
2404,wttup,"['wtt up', 'wt tup', 'wttup']"
2405,esoou,['esoou']
2406,wings,['wings']
2407,ff,"['FF', 'ff']"
2408,GREEN,['GREEN']
2409,psn,"['psn', 'PSN']"
2410,foundry,"['foundry', 'Foundry']"
2411,twttrlist,['twttr list']
2412,Edmonton,['Edmonton']
2413,Runescape,['Runescape']
2414,FryQI,['FryQI']
2415,lgbt,['lgbt']
2416,badsex,['bad sex']
2417,fatafeat,['Fatafeat']
2418,AA3,['AA3']
2419,theworstchatupline,"['the worst chat up line', 'the worst chatup line', 'the worst chat up line', 'the worst chatup line']"
2420,noirmasterplot,"['noir masterplot', 'noir master plot', 'Noir masterplot']"
2421,omgmoment,"['OMG moment', 'omg moment']"
2422,EAS30day,['EAS 30 day']
2423,ntd,['NTD']
2424,confessions,['confessions']
2425,potheadrule,"['pot head rule', 'pothead rule']"
2426,blech,['blech']
2427,heroes,['heroes']
2428,BringBackBig,['Bring Back Big']
2429,chef,['chef']
2430,area51s,['Area 51 s']
2431,bash,['bash']
2432,iphone3gs,['iPhone 3gs']
2433,BrowserLab,['BrowserLab']
2434,thelonelinessofthelongdistanceblogger,['the loneliness of the long distance blogger']
2435,arrivatrainswales,"['arriva trains Wales', 'arriva trains wales', 'arriv a trains Wales', 'Arriva Trains Wales', 'arriv at rain swales']"
2436,TABJ,['TABJ']
2437,tgshoc,['TGSHOC']
2438,centraldesktop,['Central Desktop']
2439,nowicanwatchmyshow,['now i can watch my show']
2440,remember,['remember']
2441,obvious,['obvious']
2442,kellyclarkson,['Kelly Clarkson']
2443,hawkeye,['hawkeye']
2444,CRB,['CRB']
2445,warid,['warid']
2446,Closer,['closer']
2447,NORK,['NORK']
2448,osbridge,"['Osbridge', 'OS Bridge']"
2449,ihatethemegabus,"['i hate the megabus', 'I hate the megabus']"
2450,oboe,"['Oboe', 'oboe']"
2451,pidgin,['pidgin']
2452,WeirdAl,['Weird Al']
2453,fishing,['fishing']
2454,JimmyNeedham,['Jimmy Needham']
2455,Olympic,['olympic']
2456,FF0000,['FF0000']
2457,UrbanOutfitters,['Urban Outfitters']
2458,nakedfriday,['naked friday']
2459,eatlocal,['eat local']
2460,stoprain,['stop rain']
2461,xlnation,['XL Nation']
2462,nbafinals,"['NBA finals', 'nba finals']"
2463,twootenany,"['twootenany', 'Twootenany']"
2464,writchat,"['writ chat', 'writchat', 'Writ Chat']"
2465,casual,['casual']
2466,fuckyoufriday,['fuck you Friday']
2467,indigo,"['Indigo', 'indigo']"
2468,MMOTBALL,['MMOT BALL']
2469,writegoal,"['Write Goal', 'write goal']"
2470,WEP128,['WEP 128']
2471,cursegaming,['curse gaming']
2472,everybody,['everybody']
2473,Kiva,['Kiva']
2474,tastelondon,"['taste london', 'taste London']"
2475,extremematsuri,['extreme matsuri']
2476,annoying,['annoying']
2477,CMA,"['CMA', 'Cma']"
2478,remixru,"['remix ru', 'Remix ru']"
2479,rubyfag,"['Ruby fag', 'ruby fag', 'rubyfag', 'ruby fag']"
2480,ovos,['OVOS']
2481,Doylestown,['Doylestown']
2482,nudism,['nudism']
2483,VictoriaRooms,['Victoria Rooms']
2484,weekendtechtalk,['weekend tech talk']
2485,Beijing,['Beijing']
2486,niceweather,['nice weather']
2487,WWDC,['WWDC']
2488,rebellioustwitwhoknowsacoolcatcook,['rebellious twit who knows a cool cat cook']
2489,wikibon,['wikibon']
2490,atp,['atp']
2491,flightcontrol,['flight control']
2492,followriday,['follow riday']
2493,bnp,['bnp']
2494,googleio,"['Google IO', 'google io']"
2495,Django,['Django']
2496,cbc,['cbc']
2497,uservoice,"['user voice', 'uservoice']"
2498,USOpen,['US Open']
2499,bingfail,['bing fail']
2500,aplm,"['APLM', 'aplm']"
2501,ukite,['u kite']
2502,Treo,['Treo']
2503,NFL,['NFL']
2504,databases,['databases']
2505,PMQ,['PMQ']
2506,parentalrights,['parental rights']
2507,FUBAR,['FUBAR']
2508,sandton,['sandton']
2509,trends,['trends']
2510,mgws,['mgws']
2511,putthetwitterdown,['put the twitter down']
2512,si,['SI']
2513,baller,['baller']
2514,NHLdraft,['NHL draft']
2515,virtualbox,"['VirtualBox', 'virtualbox']"
2516,followdriday,['follow dri day']
2517,Blog,['Blog']
